,date,value,year,month,day_of_year,rolling_avg_30d
48,2024-02-23T06:00:00.000,15.04,2024,February,54,15.014333333333333
49,2024-02-23T12:00:00.000,15.04,2024,February,54,15.015999999999998
50,2024-02-23T18:00:00.000,15.04,2024,February,54,15.017666666666665
51,2024-02-24T00:00:00.000,15.05,2024,February,55,15.019666666666666
52,2024-02-24T06:00:00.000,15.04,2024,February,55,15.021333333333333
53,2024-02-24T12:00:00.000,15.05,2024,February,55,15.023
54,2024-02-24T18:00:00.000,15.05,2024,February,55,15.024666666666667
55,2024-02-25T00:00:00.000,15.06,2024,February,56,15.027
56,2024-02-25T06:00:00.000,15.05,2024,February,56,15.028666666666668
57,2024-02-25T12:00:00.000,15.05,2024,February,56,15.030333333333335
58,2024-02-25T18:00:00.000,15.05,2024,February,56,15.032
59,2024-02-26T00:00:00.000,15.06,2024,February,57,15.033999999999999
60,2024-02-26T06:00:00.000,15.05,2024,February,57,15.035333333333334
61,2024-02-26T12:00:00.000,15.05,2024,February,57,15.036666666666665
62,2024-02-26T18:00:00.000,15.05,2024,February,57,15.038
63,2024-02-27T00:00:00.000,15.06,2024,February,58,15.039666666666667
64,2024-02-27T06:00:00.000,15.06,2024,February,58,15.041
65,2024-02-27T12:00:00.000,15.06,2024,February,58,15.042333333333335
66,2024-02-27T18:00:00.000,15.05,2024,February,58,15.043333333333333
67,2024-02-28T00:00:00.000,15.07,2024,February,59,15.045
68,2024-02-28T06:00:00.000,15.06,2024,February,59,15.046333333333335
69,2024-02-28T12:00:00.000,15.07,2024,February,59,15.047666666666666
70,2024-02-28T18:00:00.000,15.06,2024,February,59,15.049000000000001
71,2024-02-29T00:00:00.000,15.07,2024,February,60,15.050333333333333
72,2024-02-29T06:00:00.000,15.07,2024,February,60,15.051666666666668
73,2024-02-29T12:00:00.000,15.08,2024,February,60,15.052999999999999
74,2024-02-29T18:00:00.000,15.07,2024,February,60,15.054333333333334
75,2024-03-01T00:00:00.000,15.09,2024,March,61,15.056333333333333
76,2024-03-01T06:00:00.000,15.08,2024,March,61,15.057666666666668
77,2024-03-01T12:00:00.000,15.08,2024,March,61,15.058666666666666
78,2024-03-01T18:00:00.000,15.08,2024,March,61,15.06
79,2024-03-02T00:00:00.000,15.09,2024,March,62,15.061666666666667
80,2024-03-02T06:00:00.000,15.08,2024,March,62,15.062999999999999
81,2024-03-02T12:00:00.000,15.08,2024,March,62,15.064
82,2024-03-02T18:00:00.000,15.08,2024,March,62,15.065333333333335
83,2024-03-03T00:00:00.000,15.09,2024,March,63,15.066666666666666
84,2024-03-03T06:00:00.000,15.09,2024,March,63,15.068000000000001
85,2024-03-03T12:00:00.000,15.09,2024,March,63,15.068999999999999
86,2024-03-03T18:00:00.000,15.09,2024,March,63,15.070333333333334
87,2024-03-04T00:00:00.000,15.1,2024,March,64,15.072
88,2024-03-04T06:00:00.000,15.09,2024,March,64,15.073333333333334
89,2024-03-04T12:00:00.000,15.09,2024,March,64,15.074333333333334
90,2024-03-04T18:00:00.000,15.09,2024,March,64,15.075666666666669
91,2024-03-05T00:00:00.000,15.1,2024,March,65,15.077333333333334
92,2024-03-05T06:00:00.000,15.09,2024,March,65,15.078666666666667
93,2024-03-05T12:00:00.000,15.09,2024,March,65,15.079666666666666
94,2024-03-05T18:00:00.000,15.09,2024,March,65,15.080666666666668
95,2024-03-06T00:00:00.000,15.1,2024,March,66,15.081999999999999
96,2024-03-06T06:00:00.000,15.1,2024,March,66,15.083666666666666
97,2024-03-06T12:00:00.000,15.1,2024,March,66,15.084666666666665
98,2024-03-06T18:00:00.000,15.1,2024,March,66,15.086
99,2024-03-07T00:00:00.000,15.11,2024,March,67,15.087333333333333
100,2024-03-07T06:00:00.000,15.1,2024,March,67,15.088666666666665
101,2024-03-07T12:00:00.000,15.1,2024,March,67,15.089666666666666
102,2024-03-07T18:00:00.000,15.1,2024,March,67,15.090666666666666
103,2024-03-08T00:00:00.000,15.11,2024,March,68,15.091666666666667
104,2024-03-08T06:00:00.000,15.11,2024,March,68,15.093
105,2024-03-08T12:00:00.000,15.1,2024,March,68,15.093333333333334
106,2024-03-08T18:00:00.000,15.11,2024,March,68,15.094333333333333
107,2024-03-09T00:00:00.000,15.11,2024,March,69,15.095333333333334
108,2024-03-09T06:00:00.000,15.11,2024,March,69,15.096333333333332
109,2024-03-09T12:00:00.000,15.11,2024,March,69,15.097000000000001
110,2024-03-09T18:00:00.000,15.12,2024,March,69,15.098333333333333
111,2024-03-10T00:00:00.000,15.13,2024,March,70,15.1
112,2024-03-10T06:00:00.000,15.12,2024,March,70,15.101333333333333
113,2024-03-10T12:00:00.000,15.13,2024,March,70,15.102666666666668
114,2024-03-10T18:00:00.000,15.12,2024,March,70,15.103666666666665
115,2024-03-11T00:00:00.000,15.14,2024,March,71,15.105333333333334
116,2024-03-11T06:00:00.000,15.13,2024,March,71,15.106666666666666
117,2024-03-11T12:00:00.000,15.13,2024,March,71,15.107666666666667
118,2024-03-11T18:00:00.000,15.13,2024,March,71,15.109
119,2024-03-12T00:00:00.000,15.14,2024,March,72,15.110666666666667
120,2024-03-12T06:00:00.000,15.13,2024,March,72,15.111999999999998
121,2024-03-12T12:00:00.000,15.14,2024,March,72,15.113333333333335
122,2024-03-12T18:00:00.000,15.13,2024,March,72,15.114666666666666
123,2024-03-13T00:00:00.000,15.14,2024,March,73,15.116333333333333
124,2024-03-13T06:00:00.000,15.13,2024,March,73,15.117666666666667
125,2024-03-13T12:00:00.000,15.14,2024,March,73,15.119
126,2024-03-13T18:00:00.000,15.13,2024,March,73,15.12
127,2024-03-14T00:00:00.000,15.14,2024,March,74,15.121333333333334
128,2024-03-14T06:00:00.000,15.13,2024,March,74,15.122333333333334
129,2024-03-14T12:00:00.000,15.14,2024,March,74,15.123333333333333
130,2024-03-14T18:00:00.000,15.13,2024,March,74,15.124333333333334
131,2024-03-15T00:00:00.000,15.14,2024,March,75,15.125666666666666
132,2024-03-15T06:00:00.000,15.12,2024,March,75,15.126333333333333
133,2024-03-15T12:00:00.000,15.12,2024,March,75,15.126666666666667
134,2024-03-15T18:00:00.000,15.12,2024,March,75,15.127
135,2024-03-16T00:00:00.000,15.12,2024,March,76,15.127666666666666
136,2024-03-16T06:00:00.000,15.12,2024,March,76,15.128000000000002
137,2024-03-16T12:00:00.000,15.12,2024,March,76,15.128333333333334
138,2024-03-16T18:00:00.000,15.12,2024,March,76,15.128666666666668
139,2024-03-17T00:00:00.000,15.13,2024,March,77,15.129333333333333
140,2024-03-17T06:00:00.000,15.13,2024,March,77,15.129666666666669
141,2024-03-17T12:00:00.000,15.13,2024,March,77,15.129666666666667
142,2024-03-17T18:00:00.000,15.13,2024,March,77,15.13
143,2024-03-18T00:00:00.000,15.14,2024,March,78,15.130333333333333
144,2024-03-18T06:00:00.000,15.13,2024,March,78,15.130666666666666
145,2024-03-18T12:00:00.000,15.13,2024,March,78,15.130333333333333
146,2024-03-18T18:00:00.000,15.13,2024,March,78,15.130333333333335
147,2024-03-19T00:00:00.000,15.14,2024,March,79,15.130666666666666
148,2024-03-19T06:00:00.000,15.14,2024,March,79,15.131
149,2024-03-19T12:00:00.000,15.14,2024,March,79,15.131
150,2024-03-19T18:00:00.000,15.14,2024,March,79,15.131333333333336
151,2024-03-20T00:00:00.000,15.15,2024,March,80,15.131666666666666
152,2024-03-20T06:00:00.000,15.15,2024,March,80,15.132333333333332
153,2024-03-20T12:00:00.000,15.15,2024,March,80,15.132666666666667
154,2024-03-20T18:00:00.000,15.15,2024,March,80,15.133333333333333
155,2024-03-21T00:00:00.000,15.16,2024,March,81,15.134000000000002
156,2024-03-21T06:00:00.000,15.16,2024,March,81,15.135
157,2024-03-21T12:00:00.000,15.15,2024,March,81,15.135333333333334
158,2024-03-21T18:00:00.000,15.16,2024,March,81,15.136333333333333
159,2024-03-22T00:00:00.000,15.16,2024,March,82,15.137
160,2024-03-22T06:00:00.000,15.15,2024,March,82,15.137666666666666
161,2024-03-22T12:00:00.000,15.14,2024,March,82,15.137666666666666
162,2024-03-22T18:00:00.000,15.14,2024,March,82,15.138333333333334
163,2024-03-23T00:00:00.000,15.15,2024,March,83,15.139333333333333
164,2024-03-23T06:00:00.000,15.15,2024,March,83,15.140333333333334
165,2024-03-23T12:00:00.000,15.15,2024,March,83,15.141333333333334
166,2024-03-23T18:00:00.000,15.15,2024,March,83,15.142333333333333
167,2024-03-24T00:00:00.000,15.16,2024,March,84,15.143666666666666
168,2024-03-24T06:00:00.000,15.15,2024,March,84,15.144666666666666
169,2024-03-24T12:00:00.000,15.16,2024,March,84,15.145666666666667
170,2024-03-24T18:00:00.000,15.16,2024,March,84,15.146666666666667
171,2024-03-25T00:00:00.000,15.16,2024,March,85,15.147666666666668
172,2024-03-25T06:00:00.000,15.16,2024,March,85,15.148666666666667
173,2024-03-25T12:00:00.000,15.16,2024,March,85,15.149333333333335
174,2024-03-25T18:00:00.000,15.16,2024,March,85,15.150333333333334
175,2024-03-26T00:00:00.000,15.17,2024,March,86,15.151666666666667
176,2024-03-26T06:00:00.000,15.17,2024,March,86,15.152999999999999
177,2024-03-26T12:00:00.000,15.17,2024,March,86,15.154
178,2024-03-26T18:00:00.000,15.17,2024,March,86,15.155000000000001
179,2024-03-27T00:00:00.000,15.18,2024,March,87,15.156333333333333
180,2024-03-27T06:00:00.000,15.18,2024,March,87,15.157666666666666
181,2024-03-27T12:00:00.000,15.18,2024,March,87,15.158666666666667
182,2024-03-27T18:00:00.000,15.17,2024,March,87,15.159333333333334
183,2024-03-28T00:00:00.000,15.19,2024,March,88,15.160666666666666
184,2024-03-28T06:00:00.000,15.18,2024,March,88,15.161666666666667
185,2024-03-28T12:00:00.000,15.18,2024,March,88,15.162333333333333
186,2024-03-28T18:00:00.000,15.18,2024,March,88,15.163000000000002
187,2024-03-29T00:00:00.000,15.19,2024,March,89,15.164333333333333
188,2024-03-29T06:00:00.000,15.18,2024,March,89,15.165000000000001
189,2024-03-29T12:00:00.000,15.19,2024,March,89,15.166
190,2024-03-29T18:00:00.000,15.18,2024,March,89,15.167
191,2024-03-30T00:00:00.000,15.19,2024,March,90,15.168666666666667
192,2024-03-30T06:00:00.000,15.17,2024,March,90,15.169666666666666
193,2024-03-30T12:00:00.000,15.16,2024,March,90,15.17
194,2024-03-30T18:00:00.000,15.16,2024,March,90,15.170333333333332
195,2024-03-31T00:00:00.000,15.17,2024,March,91,15.171
196,2024-03-31T06:00:00.000,15.16,2024,March,91,15.171333333333335
197,2024-03-31T12:00:00.000,15.17,2024,March,91,15.171666666666665
198,2024-03-31T18:00:00.000,15.16,2024,March,91,15.172
199,2024-04-01T00:00:00.000,15.16,2024,April,92,15.171999999999999
200,2024-04-01T06:00:00.000,15.16,2024,April,92,15.172
201,2024-04-01T12:00:00.000,15.16,2024,April,92,15.172
202,2024-04-01T18:00:00.000,15.16,2024,April,92,15.171999999999999
203,2024-04-02T00:00:00.000,15.16,2024,April,93,15.172
204,2024-04-02T06:00:00.000,15.16,2024,April,93,15.171999999999999
205,2024-04-02T12:00:00.000,15.16,2024,April,93,15.171666666666669
206,2024-04-02T18:00:00.000,15.16,2024,April,93,15.171333333333333
207,2024-04-03T00:00:00.000,15.17,2024,April,94,15.171333333333333
208,2024-04-03T06:00:00.000,15.17,2024,April,94,15.171333333333333
209,2024-04-03T12:00:00.000,15.17,2024,April,94,15.171
210,2024-04-03T18:00:00.000,15.17,2024,April,94,15.170666666666667
211,2024-04-04T00:00:00.000,15.17,2024,April,95,15.170333333333334
212,2024-04-04T06:00:00.000,15.17,2024,April,95,15.170333333333334
213,2024-04-04T12:00:00.000,15.17,2024,April,95,15.169666666666666
214,2024-04-04T18:00:00.000,15.18,2024,April,95,15.169666666666666
215,2024-04-05T00:00:00.000,15.18,2024,April,96,15.169666666666666
216,2024-04-05T06:00:00.000,15.18,2024,April,96,15.169666666666666
217,2024-04-05T12:00:00.000,15.18,2024,April,96,15.169333333333332
218,2024-04-05T18:00:00.000,15.18,2024,April,96,15.169333333333332
219,2024-04-06T00:00:00.000,15.18,2024,April,97,15.169
220,2024-04-06T06:00:00.000,15.18,2024,April,97,15.169000000000002
221,2024-04-06T12:00:00.000,15.18,2024,April,97,15.168666666666667
222,2024-04-06T18:00:00.000,15.18,2024,April,97,15.169
223,2024-04-07T00:00:00.000,15.19,2024,April,98,15.169999999999998
224,2024-04-07T06:00:00.000,15.18,2024,April,98,15.170666666666667
225,2024-04-07T12:00:00.000,15.19,2024,April,98,15.171333333333333
226,2024-04-07T18:00:00.000,15.19,2024,April,98,15.172333333333333
227,2024-04-08T00:00:00.000,15.2,2024,April,99,15.173333333333334
228,2024-04-08T06:00:00.000,15.19,2024,April,99,15.174333333333331
229,2024-04-08T12:00:00.000,15.2,2024,April,99,15.175666666666668
230,2024-04-08T18:00:00.000,15.19,2024,April,99,15.176666666666668
231,2024-04-09T00:00:00.000,15.2,2024,April,100,15.177999999999999
232,2024-04-09T06:00:00.000,15.2,2024,April,100,15.179333333333334
233,2024-04-09T12:00:00.000,15.21,2024,April,100,15.181
234,2024-04-09T18:00:00.000,15.2,2024,April,100,15.182333333333334
235,2024-04-10T00:00:00.000,15.22,2024,April,101,15.184333333333333
236,2024-04-10T06:00:00.000,15.21,2024,April,101,15.186000000000002
237,2024-04-10T12:00:00.000,15.21,2024,April,101,15.187333333333333
238,2024-04-10T18:00:00.000,15.2,2024,April,101,15.188333333333333
239,2024-04-11T00:00:00.000,15.22,2024,April,102,15.190000000000001
240,2024-04-11T06:00:00.000,15.21,2024,April,102,15.191333333333334
241,2024-04-11T12:00:00.000,15.22,2024,April,102,15.193
242,2024-04-11T18:00:00.000,15.21,2024,April,102,15.194333333333333
243,2024-04-12T00:00:00.000,15.22,2024,April,103,15.196
244,2024-04-12T06:00:00.000,15.21,2024,April,103,15.197000000000001
245,2024-04-12T12:00:00.000,15.22,2024,April,103,15.198333333333332
246,2024-04-12T18:00:00.000,15.22,2024,April,103,15.199666666666667
247,2024-04-13T00:00:00.000,15.23,2024,April,104,15.201333333333334
248,2024-04-13T06:00:00.000,15.22,2024,April,104,15.202666666666666
249,2024-04-13T12:00:00.000,15.22,2024,April,104,15.204
250,2024-04-13T18:00:00.000,15.22,2024,April,104,15.205333333333334
251,2024-04-14T00:00:00.000,15.23,2024,April,105,15.207
252,2024-04-14T06:00:00.000,15.22,2024,April,105,15.208333333333334
253,2024-04-14T12:00:00.000,15.22,2024,April,105,15.209333333333335
254,2024-04-14T18:00:00.000,15.22,2024,April,105,15.210666666666667
255,2024-04-15T00:00:00.000,15.23,2024,April,106,15.212
256,2024-04-15T06:00:00.000,15.23,2024,April,106,15.213333333333335
257,2024-04-15T12:00:00.000,15.23,2024,April,106,15.214333333333334
258,2024-04-15T18:00:00.000,15.23,2024,April,106,15.215666666666667
259,2024-04-16T00:00:00.000,15.23,2024,April,107,15.216666666666667
260,2024-04-16T06:00:00.000,15.23,2024,April,107,15.218
261,2024-04-16T12:00:00.000,15.22,2024,April,107,15.218666666666667
262,2024-04-16T18:00:00.000,15.23,2024,April,107,15.219666666666667
263,2024-04-17T00:00:00.000,15.23,2024,April,108,15.220333333333334
264,2024-04-17T06:00:00.000,15.23,2024,April,108,15.221333333333332
265,2024-04-17T12:00:00.000,15.23,2024,April,108,15.221666666666668
266,2024-04-17T18:00:00.000,15.23,2024,April,108,15.222333333333335
267,2024-04-18T00:00:00.000,15.23,2024,April,109,15.223
268,2024-04-18T06:00:00.000,15.23,2024,April,109,15.224
269,2024-04-18T12:00:00.000,15.23,2024,April,109,15.224333333333334
270,2024-04-18T18:00:00.000,15.23,2024,April,109,15.225
271,2024-04-19T00:00:00.000,15.24,2024,April,110,15.225666666666665
272,2024-04-19T06:00:00.000,15.23,2024,April,110,15.226333333333335
273,2024-04-19T12:00:00.000,15.23,2024,April,110,15.226666666666667
274,2024-04-19T18:00:00.000,15.23,2024,April,110,15.227333333333332
275,2024-04-20T00:00:00.000,15.23,2024,April,111,15.227666666666668
276,2024-04-20T06:00:00.000,15.22,2024,April,111,15.227666666666666
277,2024-04-20T12:00:00.000,15.23,2024,April,111,15.227666666666666
278,2024-04-20T18:00:00.000,15.21,2024,April,111,15.227333333333332
279,2024-04-21T00:00:00.000,15.21,2024,April,112,15.227
280,2024-04-21T06:00:00.000,15.21,2024,April,112,15.226666666666667
281,2024-04-21T12:00:00.000,15.21,2024,April,112,15.226
282,2024-04-21T18:00:00.000,15.21,2024,April,112,15.225666666666667
283,2024-04-22T00:00:00.000,15.22,2024,April,113,15.225666666666665
284,2024-04-22T06:00:00.000,15.22,2024,April,113,15.225666666666667
285,2024-04-22T12:00:00.000,15.22,2024,April,113,15.225333333333335
286,2024-04-22T18:00:00.000,15.22,2024,April,113,15.225
287,2024-04-23T00:00:00.000,15.23,2024,April,114,15.225000000000001
288,2024-04-23T06:00:00.000,15.22,2024,April,114,15.224666666666668
289,2024-04-23T12:00:00.000,15.23,2024,April,114,15.224666666666668
290,2024-04-23T18:00:00.000,15.23,2024,April,114,15.224666666666668
291,2024-04-24T00:00:00.000,15.24,2024,April,115,15.225333333333333
292,2024-04-24T06:00:00.000,15.24,2024,April,115,15.225666666666665
293,2024-04-24T12:00:00.000,15.25,2024,April,115,15.226333333333335
294,2024-04-24T18:00:00.000,15.24,2024,April,115,15.226666666666667
295,2024-04-25T00:00:00.000,15.25,2024,April,116,15.227333333333332
296,2024-04-25T06:00:00.000,15.24,2024,April,116,15.227666666666668
297,2024-04-25T12:00:00.000,15.25,2024,April,116,15.228333333333333
298,2024-04-25T18:00:00.000,15.24,2024,April,116,15.228666666666667
299,2024-04-26T00:00:00.000,15.25,2024,April,117,15.229333333333333
300,2024-04-26T06:00:00.000,15.25,2024,April,117,15.23
301,2024-04-26T12:00:00.000,15.25,2024,April,117,15.230333333333334
302,2024-04-26T18:00:00.000,15.24,2024,April,117,15.230666666666668
303,2024-04-27T00:00:00.000,15.25,2024,April,118,15.231333333333335
304,2024-04-27T06:00:00.000,15.24,2024,April,118,15.231666666666667
305,2024-04-27T12:00:00.000,15.25,2024,April,118,15.232333333333335
306,2024-04-27T18:00:00.000,15.25,2024,April,118,15.233333333333336
307,2024-04-28T00:00:00.000,15.25,2024,April,119,15.234000000000002
308,2024-04-28T06:00:00.000,15.25,2024,April,119,15.235333333333335
309,2024-04-28T12:00:00.000,15.26,2024,April,119,15.237
310,2024-04-28T18:00:00.000,15.26,2024,April,119,15.238666666666667
311,2024-04-29T00:00:00.000,15.26,2024,April,120,15.240333333333332
312,2024-04-29T06:00:00.000,15.26,2024,April,120,15.241999999999999
313,2024-04-29T12:00:00.000,15.26,2024,April,120,15.243333333333334
314,2024-04-29T18:00:00.000,15.26,2024,April,120,15.244666666666667
315,2024-04-30T00:00:00.000,15.27,2024,April,121,15.246333333333332
316,2024-04-30T06:00:00.000,15.27,2024,April,121,15.248
317,2024-04-30T12:00:00.000,15.27,2024,April,121,15.249333333333333
318,2024-04-30T18:00:00.000,15.27,2024,April,121,15.251000000000001
319,2024-05-01T00:00:00.000,15.27,2024,May,122,15.252333333333333
320,2024-05-01T06:00:00.000,15.27,2024,May,122,15.253666666666666
321,2024-05-01T12:00:00.000,15.27,2024,May,122,15.254666666666669
322,2024-05-01T18:00:00.000,15.27,2024,May,122,15.255666666666666
323,2024-05-02T00:00:00.000,15.27,2024,May,123,15.256333333333334
324,2024-05-02T06:00:00.000,15.27,2024,May,123,15.257333333333333
325,2024-05-02T12:00:00.000,15.27,2024,May,123,15.258000000000001
326,2024-05-02T18:00:00.000,15.27,2024,May,123,15.258999999999999
327,2024-05-03T00:00:00.000,15.28,2024,May,124,15.26
328,2024-05-03T06:00:00.000,15.28,2024,May,124,15.261333333333333
329,2024-05-03T12:00:00.000,15.27,2024,May,124,15.262
330,2024-05-03T18:00:00.000,15.28,2024,May,124,15.263
331,2024-05-04T00:00:00.000,15.27,2024,May,125,15.263666666666666
332,2024-05-04T06:00:00.000,15.28,2024,May,125,15.264999999999999
333,2024-05-04T12:00:00.000,15.27,2024,May,125,15.265666666666666
334,2024-05-04T18:00:00.000,15.27,2024,May,125,15.266666666666664
335,2024-05-05T00:00:00.000,15.27,2024,May,126,15.267333333333333
336,2024-05-05T06:00:00.000,15.27,2024,May,126,15.267999999999999
337,2024-05-05T12:00:00.000,15.26,2024,May,126,15.268333333333333
338,2024-05-05T18:00:00.000,15.27,2024,May,126,15.268999999999998
339,2024-05-06T00:00:00.000,15.27,2024,May,127,15.269333333333332
340,2024-05-06T06:00:00.000,15.27,2024,May,127,15.269666666666666
341,2024-05-06T12:00:00.000,15.27,2024,May,127,15.27
342,2024-05-06T18:00:00.000,15.27,2024,May,127,15.270333333333333
343,2024-05-07T00:00:00.000,15.28,2024,May,128,15.270999999999999
344,2024-05-07T06:00:00.000,15.28,2024,May,128,15.271666666666668
345,2024-05-07T12:00:00.000,15.28,2024,May,128,15.271999999999998
346,2024-05-07T18:00:00.000,15.27,2024,May,128,15.271999999999998
347,2024-05-08T00:00:00.000,15.28,2024,May,129,15.272333333333334
348,2024-05-08T06:00:00.000,15.27,2024,May,129,15.272333333333332
349,2024-05-08T12:00:00.000,15.28,2024,May,129,15.272666666666668
350,2024-05-08T18:00:00.000,15.27,2024,May,129,15.272666666666668
351,2024-05-09T00:00:00.000,15.28,2024,May,130,15.272999999999998
352,2024-05-09T06:00:00.000,15.28,2024,May,130,15.273333333333333
353,2024-05-09T12:00:00.000,15.28,2024,May,130,15.273666666666665
354,2024-05-09T18:00:00.000,15.28,2024,May,130,15.274
355,2024-05-10T00:00:00.000,15.29,2024,May,131,15.274666666666667
356,2024-05-10T06:00:00.000,15.28,2024,May,131,15.275
357,2024-05-10T12:00:00.000,15.29,2024,May,131,15.275333333333332
358,2024-05-10T18:00:00.000,15.28,2024,May,131,15.275333333333332
359,2024-05-11T00:00:00.000,15.29,2024,May,132,15.276000000000002
360,2024-05-11T06:00:00.000,15.29,2024,May,132,15.276333333333332
361,2024-05-11T12:00:00.000,15.29,2024,May,132,15.277
362,2024-05-11T18:00:00.000,15.29,2024,May,132,15.277333333333333
363,2024-05-12T00:00:00.000,15.28,2024,May,133,15.277666666666667
364,2024-05-12T06:00:00.000,15.26,2024,May,133,15.277333333333333
365,2024-05-12T12:00:00.000,15.26,2024,May,133,15.276999999999997
366,2024-05-12T18:00:00.000,15.26,2024,May,133,15.276666666666666
367,2024-05-13T00:00:00.000,15.26,2024,May,134,15.276666666666667
368,2024-05-13T06:00:00.000,15.26,2024,May,134,15.276333333333334
369,2024-05-13T12:00:00.000,15.25,2024,May,134,15.275666666666666
370,2024-05-13T18:00:00.000,15.25,2024,May,134,15.275
371,2024-05-14T00:00:00.000,15.26,2024,May,135,15.274666666666667
372,2024-05-14T06:00:00.000,15.26,2024,May,135,15.274333333333333
373,2024-05-14T12:00:00.000,15.25,2024,May,135,15.273333333333333
374,2024-05-14T18:00:00.000,15.25,2024,May,135,15.272333333333332
375,2024-05-15T00:00:00.000,15.24,2024,May,136,15.270999999999999
376,2024-05-15T06:00:00.000,15.24,2024,May,136,15.270000000000001
377,2024-05-15T12:00:00.000,15.23,2024,May,136,15.268333333333333
378,2024-05-15T18:00:00.000,15.23,2024,May,136,15.267
379,2024-05-16T00:00:00.000,15.23,2024,May,137,15.265333333333333
380,2024-05-16T06:00:00.000,15.23,2024,May,137,15.264000000000001
381,2024-05-16T12:00:00.000,15.23,2024,May,137,15.262333333333334
382,2024-05-16T18:00:00.000,15.23,2024,May,137,15.260666666666667
383,2024-05-17T00:00:00.000,15.24,2024,May,138,15.259333333333334
384,2024-05-17T06:00:00.000,15.23,2024,May,138,15.257666666666665
385,2024-05-17T12:00:00.000,15.23,2024,May,138,15.255666666666665
386,2024-05-17T18:00:00.000,15.24,2024,May,138,15.254333333333333
387,2024-05-18T00:00:00.000,15.25,2024,May,139,15.252999999999998
388,2024-05-18T06:00:00.000,15.25,2024,May,139,15.252
389,2024-05-18T12:00:00.000,15.25,2024,May,139,15.250666666666666
390,2024-05-18T18:00:00.000,15.25,2024,May,139,15.249333333333334
391,2024-05-19T00:00:00.000,15.26,2024,May,140,15.248333333333333
392,2024-05-19T06:00:00.000,15.27,2024,May,140,15.247666666666666
393,2024-05-19T12:00:00.000,15.27,2024,May,140,15.247333333333334
394,2024-05-19T18:00:00.000,15.27,2024,May,140,15.247666666666667
395,2024-05-20T00:00:00.000,15.27,2024,May,141,15.248
396,2024-05-20T06:00:00.000,15.29,2024,May,141,15.248999999999999
397,2024-05-20T12:00:00.000,15.28,2024,May,141,15.249666666666666
398,2024-05-20T18:00:00.000,15.29,2024,May,141,15.250666666666666
399,2024-05-21T00:00:00.000,15.28,2024,May,142,15.251666666666667
